Method,Modality,Type,Subject,Volume,Dice,IoU,n_comp_2d,max_comp_slice,n_slices_multi,n_slices_fg,frac_slices_multi
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-4_T2w,0.8839103579521179,0.7919707894325256,43,5,9,23,0.391304347826087
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-5_T2w,0.6309764981269836,0.460895299911499,27,5,5,16,0.3125
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-6_T2w,0.2066667675971985,0.11524169147014618,30,8,6,9,0.6666666666666666
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-1_T2w,0.9596538543701172,0.9224370718002319,25,2,1,24,0.041666666666666664
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-2_T2w,0.9569650292396545,0.9174812436103821,24,1,0,24,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-3_T2w,0.946418046951294,0.8982861042022705,29,3,3,24,0.125
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-4_T2w,0.945573627948761,0.8967658877372742,27,3,2,24,0.08333333333333333
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-5_T2w,0.9187102913856506,0.8496430516242981,38,8,5,23,0.21739130434782608
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-7_echo-6_T2w,0.783661961555481,0.6442797183990479,65,7,16,23,0.6956521739130435
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-1_T2w,0.973656177520752,0.9486647248268127,28,1,0,28,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-2_T2w,0.972826361656189,0.9470904469490051,28,1,0,28,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-3_T2w,0.9719687104225159,0.9454661011695862,28,1,0,28,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-4_T2w,0.969688892364502,0.9411612153053284,29,2,1,28,0.03571428571428571
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-5_T2w,0.9676814079284668,0.9373864531517029,28,1,0,28,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-1_echo-6_T2w,0.9658859968185425,0.9340227246284485,28,1,0,28,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-1_T2w,0.9726622104644775,0.9467793703079224,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-2_T2w,0.9716582298278809,0.9448787569999695,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-3_T2w,0.9707139730453491,0.9430944919586182,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-4_T2w,0.9670973420143127,0.9362909197807312,24,2,2,22,0.09090909090909091
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-5_T2w,0.9625274538993835,0.9277619123458862,25,3,2,22,0.09090909090909091
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-2_echo-6_T2w,0.9601109027862549,0.9232820868492126,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-1_T2w,0.617347240447998,0.44649478793144226,17,4,3,11,0.2727272727272727
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-2_T2w,0.610741913318634,0.4396173357963562,28,8,4,12,0.3333333333333333
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-3_T2w,0.6172311902046204,0.4463733732700348,32,8,5,13,0.38461538461538464
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-4_T2w,0.6018967628479004,0.4305095374584198,24,7,4,13,0.3076923076923077
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-5_T2w,0.590524435043335,0.41896748542785645,24,4,6,14,0.42857142857142855
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-3_echo-6_T2w,0.5875522494316101,0.41598156094551086,23,4,4,13,0.3076923076923077
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-1_T2w,0.8761582970619202,0.7796100974082947,31,6,5,21,0.23809523809523808
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-2_T2w,0.8653814196586609,0.7627069354057312,30,5,5,22,0.22727272727272727
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-3_T2w,0.8602649569511414,0.7547938227653503,25,3,2,22,0.09090909090909091
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-4_T2w,0.8519384264945984,0.7420668601989746,32,4,5,22,0.22727272727272727
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-5_T2w,0.8436796069145203,0.7296244502067566,33,5,6,22,0.2727272727272727
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-4_echo-6_T2w,0.827073335647583,0.7051364183425903,42,4,9,22,0.4090909090909091
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-1_T2w,0.9420232772827148,0.8904008269309998,40,5,10,20,0.5
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-2_T2w,0.9431735873222351,0.8924583792686462,46,8,11,20,0.55
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-3_T2w,0.9420007467269897,0.8903605341911316,45,8,9,20,0.45
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-4_T2w,0.9353336691856384,0.8785228133201599,57,8,12,20,0.6
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-5_T2w,0.9247714281082153,0.8600696325302124,63,7,14,20,0.7
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-5_echo-6_T2w,0.9162722826004028,0.8454819917678833,70,9,15,21,0.7142857142857143
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-1_T2w,0.8564520478248596,0.7489427924156189,14,2,2,12,0.16666666666666666
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-2_T2w,0.8542407155036926,0.7455673813819885,15,2,3,12,0.25
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-3_T2w,0.8523868322372437,0.7427475452423096,15,2,3,12,0.25
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-4_T2w,0.8652692437171936,0.7625325918197632,20,5,4,13,0.3076923076923077
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-5_T2w,0.8596929311752319,0.7539134621620178,19,4,4,13,0.3076923076923077
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-6_echo-6_T2w,0.8463583588600159,0.7336406707763672,25,4,6,13,0.46153846153846156
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-1_T2w,0.7960572838783264,0.6612086296081543,41,6,6,20,0.3
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-2_T2w,0.7966225743293762,0.6619889140129089,30,4,6,19,0.3157894736842105
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-3_T2w,0.7914391756057739,0.65486079454422,33,4,7,19,0.3684210526315789
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-4_T2w,0.7780266404151917,0.6366969347000122,33,5,7,19,0.3684210526315789
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-5_T2w,0.7689683437347412,0.6246535778045654,43,8,8,19,0.42105263157894735
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv024_ses-01_acq-haste_run-7_echo-6_T2w,0.7618017196655273,0.6152501702308655,39,7,7,19,0.3684210526315789
